MAINTENANCE_AGENCY_ID,VARIABLE_SET_ID,NAME,CODE,DESCRIPTION
ECB,2035851618792055694_REF,EBA_ATY(EBA_md11) - Reference,2035851618792055694_REF,EBA_ATY(EBA_md11) - Reference
ECB,11381913425434114974_REF,EBA_ATY(EBA_mi682) - Reference,11381913425434114974_REF,EBA_ATY(EBA_mi682) - Reference
ECB,18275956648139188358_REF,EBA_ATY(EBA_ei364) - Reference,18275956648139188358_REF,EBA_ATY(EBA_ei364) - Reference
ECB,MTRCS_F_11.01_MTRCS_REF,Variable Set for MTRCS of the Cube F_11.01,MTRCS_F_11.01_MTRCS_REF,Variable Set for MTRCS of the Cube F_11.01
ECB,MTRCS_F_44.01_MTRCS_REF,Variable Set for MTRCS of the Cube F_44.01,MTRCS_F_44.01_MTRCS_REF,Variable Set for MTRCS of the Cube F_44.01
ECB,MTRCS_F_44.03_MTRCS_REF,Variable Set for MTRCS of the Cube F_44.03,MTRCS_F_44.03_MTRCS_REF,Variable Set for MTRCS of the Cube F_44.03
ECB,MTRCS_F_43.00_MTRCS_REF,Variable Set for MTRCS of the Cube F_43.00,MTRCS_F_43.00_MTRCS_REF,Variable Set for MTRCS of the Cube F_43.00
ECB,14908322317594720467_REF,EBA_ATY(EBA_mi136) - Reference,14908322317594720467_REF,EBA_ATY(EBA_mi136) - Reference
ECB,MTRCS_F_20.07.1_MTRCS_REF,Variable Set for MTRCS of the Cube F_20.07.1,MTRCS_F_20.07.1_MTRCS_REF,Variable Set for MTRCS of the Cube F_20.07.1
ECB,MTRCS_F_19.00.a_MTRCS_REF,Variable Set for MTRCS of the Cube F_19.00.a,MTRCS_F_19.00.a_MTRCS_REF,Variable Set for MTRCS of the Cube F_19.00.a
ECB,16827164688508751619_REF,EBA_ATY(EBA_mi339) - Reference,16827164688508751619_REF,EBA_ATY(EBA_mi339) - Reference
ECB,MTRCS_F_20.04_MTRCS_REF,Variable Set for MTRCS of the Cube F_20.04,MTRCS_F_20.04_MTRCS_REF,Variable Set for MTRCS of the Cube F_20.04
ECB,1914567176785075883_REF,EBA_ATY(EBA_ii699) - Reference,1914567176785075883_REF,EBA_ATY(EBA_ii699) - Reference
ECB,5514973550143905855_REF,EBA_ATY(EBA_md687) - Reference,5514973550143905855_REF,EBA_ATY(EBA_md687) - Reference
ECB,MTRCS_F_22.01_MTRCS_REF,Variable Set for MTRCS of the Cube F_22.01,MTRCS_F_22.01_MTRCS_REF,Variable Set for MTRCS of the Cube F_22.01
ECB,MTRCS_F_21.00_MTRCS_REF,Variable Set for MTRCS of the Cube F_21.00,MTRCS_F_21.00_MTRCS_REF,Variable Set for MTRCS of the Cube F_21.00
ECB,6749189447780161481_REF,EBA_ATY(EBA_mi689) - Reference,6749189447780161481_REF,EBA_ATY(EBA_mi689) - Reference
ECB,9850692450922271703_REF,EBA_ATY(EBA_mi500) - Reference,9850692450922271703_REF,EBA_ATY(EBA_mi500) - Reference
ECB,13109409736578551112_REF,EBA_ATY(EBA_mi505) - Reference,13109409736578551112_REF,EBA_ATY(EBA_mi505) - Reference
ECB,707240439644672668_REF,EBA_ATY(EBA_mi502) - Reference,707240439644672668_REF,EBA_ATY(EBA_mi502) - Reference
ECB,11207418868416368889_REF,EBA_ATY(EBA_mi772) - Reference,11207418868416368889_REF,EBA_ATY(EBA_mi772) - Reference
ECB,MTRCS_F_44.04_MTRCS_REF,Variable Set for MTRCS of the Cube F_44.04,MTRCS_F_44.04_MTRCS_REF,Variable Set for MTRCS of the Cube F_44.04
ECB,5201938199921205623_REF,EBA_ATY(EBA_md242) - Reference,5201938199921205623_REF,EBA_ATY(EBA_md242) - Reference
ECB,18200570361412812649_REF,EBA_ATY(EBA_mi37) - Reference,18200570361412812649_REF,EBA_ATY(EBA_mi37) - Reference
ECB,13701869675344776781_REF,EBA_ATY(EBA_md151) - Reference,13701869675344776781_REF,EBA_ATY(EBA_md151) - Reference
ECB,MTRCS_F_30.02_MTRCS_REF,Variable Set for MTRCS of the Cube F_30.02,MTRCS_F_30.02_MTRCS_REF,Variable Set for MTRCS of the Cube F_30.02
ECB,1343878533097320678_REF,EBA_ATY(EBA_md131) - Reference,1343878533097320678_REF,EBA_ATY(EBA_md131) - Reference
ECB,MTRCS_F_16.04_MTRCS_REF,Variable Set for MTRCS of the Cube F_16.04,MTRCS_F_16.04_MTRCS_REF,Variable Set for MTRCS of the Cube F_16.04
ECB,11551214758248798519_REF,EBA_ATY(EBA_md210) - Reference,11551214758248798519_REF,EBA_ATY(EBA_md210) - Reference
ECB,10370576766397065305_REF,EBA_ATY(EBA_md233) - Reference,10370576766397065305_REF,EBA_ATY(EBA_md233) - Reference
ECB,2075401706210063639_REF,EBA_ATY(EBA_mi66) - Reference,2075401706210063639_REF,EBA_ATY(EBA_mi66) - Reference
ECB,MTRCS_F_04.08_MTRCS_REF,Variable Set for MTRCS of the Cube F_04.08,MTRCS_F_04.08_MTRCS_REF,Variable Set for MTRCS of the Cube F_04.08
ECB,MTRCS_F_20.02_MTRCS_REF,Variable Set for MTRCS of the Cube F_20.02,MTRCS_F_20.02_MTRCS_REF,Variable Set for MTRCS of the Cube F_20.02
ECB,MTRCS_F_23.01_MTRCS_REF,Variable Set for MTRCS of the Cube F_23.01,MTRCS_F_23.01_MTRCS_REF,Variable Set for MTRCS of the Cube F_23.01
ECB,11105292696563128214_REF,EBA_ATY(EBA_md71) - Reference,11105292696563128214_REF,EBA_ATY(EBA_md71) - Reference
ECB,MTRCS_F_42.00_MTRCS_REF,Variable Set for MTRCS of the Cube F_42.00,MTRCS_F_42.00_MTRCS_REF,Variable Set for MTRCS of the Cube F_42.00
ECB,MTRCS_F_18.02.a_MTRCS_REF,Variable Set for MTRCS of the Cube F_18.02.a,MTRCS_F_18.02.a_MTRCS_REF,Variable Set for MTRCS of the Cube F_18.02.a
ECB,MTRCS_F_16.07.a_MTRCS_REF,Variable Set for MTRCS of the Cube F_16.07.a,MTRCS_F_16.07.a_MTRCS_REF,Variable Set for MTRCS of the Cube F_16.07.a
ECB,10276723308362691963_REF,EBA_ATY(EBA_ri695) - Reference,10276723308362691963_REF,EBA_ATY(EBA_ri695) - Reference
ECB,MTRCS_F_15.00.b_MTRCS_REF,Variable Set for MTRCS of the Cube F_15.00.b,MTRCS_F_15.00.b_MTRCS_REF,Variable Set for MTRCS of the Cube F_15.00.b
ECB,13954865385766232297_REF,EBA_ATY(EBA_md771) - Reference,13954865385766232297_REF,EBA_ATY(EBA_md771) - Reference
ECB,MTRCS_F_25.01.d_MTRCS_REF,Variable Set for MTRCS of the Cube F_25.01.d,MTRCS_F_25.01.d_MTRCS_REF,Variable Set for MTRCS of the Cube F_25.01.d
ECB,2970692285882776276_REF,EBA_ATY(EBA_md139) - Reference,2970692285882776276_REF,EBA_ATY(EBA_md139) - Reference
ECB,MTRCS_F_18.00.e_MTRCS_REF,Variable Set for MTRCS of the Cube F_18.00.e,MTRCS_F_18.00.e_MTRCS_REF,Variable Set for MTRCS of the Cube F_18.00.e
ECB,MTRCS_F_18.02.b_MTRCS_REF,Variable Set for MTRCS of the Cube F_18.02.b,MTRCS_F_18.02.b_MTRCS_REF,Variable Set for MTRCS of the Cube F_18.02.b
ECB,6631604508003842444_REF,EBA_ATY(EBA_md251) - Reference,6631604508003842444_REF,EBA_ATY(EBA_md251) - Reference
ECB,16327465111797747933_REF,EBA_ATY(EBA_md241) - Reference,16327465111797747933_REF,EBA_ATY(EBA_md241) - Reference
ECB,MTRCS_F_04.02.1_MTRCS_REF,Variable Set for MTRCS of the Cube F_04.02.1,MTRCS_F_04.02.1_MTRCS_REF,Variable Set for MTRCS of the Cube F_04.02.1
ECB,MTRCS_F_01.03_MTRCS_REF,Variable Set for MTRCS of the Cube F_01.03,MTRCS_F_01.03_MTRCS_REF,Variable Set for MTRCS of the Cube F_01.03
ECB,MTRCS_F_01.02_MTRCS_REF,Variable Set for MTRCS of the Cube F_01.02,MTRCS_F_01.02_MTRCS_REF,Variable Set for MTRCS of the Cube F_01.02
ECB,9544537712173802836_REF,EBA_ATY(EBA_mi690) - Reference,9544537712173802836_REF,EBA_ATY(EBA_mi690) - Reference
ECB,11122883669815963861_REF,EBA_ATY(EBA_md677) - Reference,11122883669815963861_REF,EBA_ATY(EBA_md677) - Reference
ECB,MTRCS_F_12.01.a_MTRCS_REF,Variable Set for MTRCS of the Cube F_12.01.a,MTRCS_F_12.01.a_MTRCS_REF,Variable Set for MTRCS of the Cube F_12.01.a
ECB,7526256445328679720_REF,EBA_ATY(EBA_md240) - Reference,7526256445328679720_REF,EBA_ATY(EBA_md240) - Reference
ECB,MTRCS_F_13.02_MTRCS_REF,Variable Set for MTRCS of the Cube F_13.02,MTRCS_F_13.02_MTRCS_REF,Variable Set for MTRCS of the Cube F_13.02
ECB,637091515190721272_REF,EBA_ATY(EBA_mi287) - Reference,637091515190721272_REF,EBA_ATY(EBA_mi287) - Reference
ECB,MTRCS_F_16.05_MTRCS_REF,Variable Set for MTRCS of the Cube F_16.05,MTRCS_F_16.05_MTRCS_REF,Variable Set for MTRCS of the Cube F_16.05
ECB,MTRCS_F_12.02_MTRCS_REF,Variable Set for MTRCS of the Cube F_12.02,MTRCS_F_12.02_MTRCS_REF,Variable Set for MTRCS of the Cube F_12.02
ECB,MTRCS_F_26.00.a_MTRCS_REF,Variable Set for MTRCS of the Cube F_26.00.a,MTRCS_F_26.00.a_MTRCS_REF,Variable Set for MTRCS of the Cube F_26.00.a
ECB,MTRCS_F_18.00.a_MTRCS_REF,Variable Set for MTRCS of the Cube F_18.00.a,MTRCS_F_18.00.a_MTRCS_REF,Variable Set for MTRCS of the Cube F_18.00.a
ECB,MTRCS_F_13.02.1.a_MTRCS_REF,Variable Set for MTRCS of the Cube F_13.02.1.a,MTRCS_F_13.02.1.a_MTRCS_REF,Variable Set for MTRCS of the Cube F_13.02.1.a
ECB,7845788412536202589_REF,EBA_ATY(EBA_md46) - Reference,7845788412536202589_REF,EBA_ATY(EBA_md46) - Reference
ECB,15737067412521553465_REF,EBA_ATY(EBA_md513) - Reference,15737067412521553465_REF,EBA_ATY(EBA_md513) - Reference
ECB,826386289683186479_REF,EBA_ATY(EBA_mi53) - Reference,826386289683186479_REF,EBA_ATY(EBA_mi53) - Reference
ECB,1468140901604897379_REF,EBA_ATY(EBA_si288) - Reference,1468140901604897379_REF,EBA_ATY(EBA_si288) - Reference
ECB,9866734509798057745_REF,EBA_ATY(EBA_pi223) - Reference,9866734509798057745_REF,EBA_ATY(EBA_pi223) - Reference
ECB,1395812268453013078_REF,EBA_ATY(EBA_ei219) - Reference,1395812268453013078_REF,EBA_ATY(EBA_ei219) - Reference
ECB,9832991519487986304_REF,EBA_ATY(EBA_si289) - Reference,9832991519487986304_REF,EBA_ATY(EBA_si289) - Reference
ECB,10170972515839255245_REF,EBA_ATY(EBA_mi170) - Reference,10170972515839255245_REF,EBA_ATY(EBA_mi170) - Reference
ECB,13008077944443989364_REF,EBA_ATY(EBA_ei152) - Reference,13008077944443989364_REF,EBA_ATY(EBA_ei152) - Reference
ECB,15827577643655367818_REF,EBA_ATY(EBA_si168) - Reference,15827577643655367818_REF,EBA_ATY(EBA_si168) - Reference
ECB,RECL_PSTL_CD,Postal code where the collateral is located,RECL_PSTL_CD,Postal code where the collateral is located
ECB,TYP_FCT,Type of facet,TYP_FCT,Set of allowed types of facets
ECB,MTRCS_F_36.01.c_MTRCS_REF,MTRCS_F_36.01.c_MTRCS_REF,MTRCS_F_36.01.c_MTRCS_REF,
ECB,8304924972630651527_REF,EBA_ATY(EBA_ei207) - Reference,8304924972630651527_REF,EBA_ATY(EBA_ei207) - Reference
ECB,2974830385347868493_REF,EBA_ATY(EBA_ei4) - Reference,2974830385347868493_REF,EBA_ATY(EBA_ei4) - Reference
EBA,EBA_1503260125301532887,EBA_ATY([EBA_mi53|EBA_mi287]),1503260125301532887,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_12850083435085666275,EBA_ATY(EBA_mi503),12850083435085666275,
EBA,EBA_1139795544978684655,EBA_ATY([EBA_md103]),1139795544978684655,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_10264406451357173896,EBA_ATY([EBA_mi340]),10264406451357173896,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_6408975997446638567,EBA_ATY(EBA_md675),6408975997446638567,
EBA,EBA_9528436133589960996,EBA_ATY(EBA_mi340),9528436133589960996,
EBA,EBA_10532562852335506127,EBA_ATY(EBA_mi339),10532562852335506127,
EBA,EBA_8612641288167864760,EBA_ATY([EBA_md59|EBA_md104|EBA_md186|EBA_md12|EBA_md83|EBA_md60|EBA_md69|EBA_md147|EBA_md131|EBA_mi191|EBA_md11]),8612641288167864760,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_8127530850141054316,EBA_ATY([EBA_mi9|EBA_mi53|EBA_si289|EBA_si169|EBA_pi221|EBA_si299]),8127530850141054316,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_6976584596183939046,EBA_ATY(EBA_md70),6976584596183939046,
EBA,EBA_14366801369953595450,EBA_ATY(EBA_mi109),14366801369953595450,
EBA,EBA_15065323584007505317,EBA_ATY(EBA_md252),15065323584007505317,
EBA,EBA_5919295062982748743,EBA_ATY(EBA_ei365),5919295062982748743,
EBA,EBA_17261729223499407369,EBA_ATY(EBA_mi697),17261729223499407369,
EBA,EBA_4717687897144093928,EBA_ATY([EBA_mi136]),4717687897144093928,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_11955826145609725316,EBA_ATY(EBA_md202),11955826145609725316,
EBA,EBA_8968158807897248321,EBA_ATY(EBA_mi457),8968158807897248321,
EBA,EBA_17057839972237354645,EBA_ATY([EBA_md210|EBA_md13|EBA_md103]),17057839972237354645,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_17997514403492000604,EBA_ATY(EBA_md686),17997514403492000604,
EBA,EBA_4652668498303714383,EBA_ATY(EBA_mi8),4652668498303714383,
EBA,EBA_13399385892535838407,EBA_ATY(EBA_md510),13399385892535838407,
EBA,EBA_1355373386189311983,EBA_ATY([EBA_mi339]),1355373386189311983,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_1905052320546048467,EBA_ATY(EBA_md511),1905052320546048467,
EBA,EBA_12197088107255438638,EBA_ATY(EBA_md108),12197088107255438638,
EBA,EBA_13122179028425088332,EBA_ATY(EBA_md62),13122179028425088332,
EBA,EBA_13847868194229609718,EBA_ATY([EBA_md242|EBA_mi7|EBA_md514|EBA_md254|EBA_md140|EBA_md516|EBA_md203|EBA_md515|EBA_md105]),13847868194229609718,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_516020809407996255,EBA_ATY(EBA_mi507),516020809407996255,
EBA,EBA_11272181225883022379,EBA_ATY(EBA_mi191),11272181225883022379,
EBA,EBA_5179884178928510239,EBA_ATY([EBA_mi129]),5179884178928510239,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_13148038079085490722,EBA_ATY([EBA_mi770|EBA_mi340|EBA_mi339]),13148038079085490722,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_11228913082771519215,EBA_ATY(EBA_md150),11228913082771519215,
EBA,EBA_14369418032632437813,EBA_ATY(EBA_md685),14369418032632437813,
EBA,EBA_16024314364930149490,EBA_ATY([EBA_md242|EBA_mi7|EBA_mi159|EBA_md254|EBA_md140|EBA_md106|EBA_md203|EBA_md105]),16024314364930149490,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_3674404801556021514,EBA_ATY([EBA_mi172|EBA_mi287]),3674404801556021514,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_14360327804733513021,EBA_ATY(EBA_mi159),14360327804733513021,
EBA,EBA_16042670487170995256,EBA_ATY(EBA_mi678),16042670487170995256,
EBA,EBA_955591560499491412,EBA_ATY([EBA_ri695|EBA_mi697|EBA_mi696|EBA_ri769]),955591560499491412,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_1346792507214399681,EBA_ATY([EBA_md252|EBA_md240|EBA_md201|EBA_md239|EBA_md103|EBA_md202]),1346792507214399681,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_3343342843189874846,EBA_ATY(EBA_pi223),3343342843189874846,
EBA,EBA_15090932156943286309,EBA_ATY([EBA_mi287|EBA_mi136]),15090932156943286309,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_1176569961779869984,EBA_ATY(EBA_md239),1176569961779869984,
EBA,EBA_1154893146534755230,EBA_ATY(EBA_ri695),1154893146534755230,
EBA,EBA_14124067416058169546,EBA_ATY(EBA_mi65),14124067416058169546,
EBA,EBA_5100289329521824120,EBA_ATY(EBA_md11),5100289329521824120,
EBA,EBA_9700706634049223516,EBA_ATY(EBA_si476),9700706634049223516,
EBA,EBA_13893574918192777456,EBA_ATY(EBA_mi691),13893574918192777456,
EBA,EBA_9351263554842572487,EBA_ATY([EBA_mi7|EBA_mi503]),9351263554842572487,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_964625086518224128,EBA_ATY(EBA_md59),964625086518224128,
EBA,EBA_14981990232012914125,EBA_ATY(EBA_md233),14981990232012914125,
EBA,EBA_17531098476707446869,EBA_ATY(EBA_mi34),17531098476707446869,
EBA,EBA_2912635227092520165,EBA_ATY([EBA_mi420|EBA_mi53|EBA_mi170]),2912635227092520165,"Details the data type (e.g. monetary, percentage, string) of the data point. In XBRL, it is the ""primary item"". 
Generally, it indicates the ""metrics"" of the Main category provided (i.e. answers the question: how is measured?).
It should be defined for each data point. 
In the case of monetary values, when the data point is referred to a (change during a) period of time, the member name shall finish in ""(flow)"". When the member name has other terminations, the data point is a measurement at a date (i.e. ""stock"")."
EBA,EBA_6743290269184301894,EBA_ATY(EBA_md199),6743290269184301894,
EBA,EBA_7858310217446847458,EBA_ATY(EBA_md131),7858310217446847458,
